Session_ID,Session_Date,Customer_ID,Channel,Device,Product_View,Add_to_Cart,Checkout,Purchase
S03371,2025-11-22,CUST0976,Direct,Desktop,1,1,0,0
S03372,2025-08-20,CUST0823,Instagram,Desktop,1,1,1,1
S03373,2025-07-04,CUST0908,Instagram,Mobile,1,0,0,0
S03374,2025-12-10,CUST0253,Google Ads,Mobile,1,1,0,0
S03375,2025-01-18,CUST0488,Instagram,Desktop,1,1,1,0
S03376,2025-08-19,CUST0805,Organic,Mobile,1,1,1,1
S03377,2025-05-15,CUST0564,Instagram,Mobile,0,0,0,0
S03378,2025-02-14,CUST0915,Direct,Desktop,1,1,1,1
S03379,2025-04-22,CUST0015,Direct,Mobile,0,0,0,0
S03380,2025-03-24,CUST0895,Instagram,Mobile,1,1,0,0
S03381,2025-02-08,CUST0854,Direct,Mobile,1,1,0,0
S03382,2025-09-11,CUST0340,Direct,Tablet,0,0,0,0
S03383,2025-05-25,CUST0363,Instagram,Tablet,1,1,1,1
S03384,2025-11-13,CUST0180,Organic,Mobile,1,1,1,0
S03385,2025-02-20,CUST0589,Direct,Desktop,1,1,1,1
S03386,2025-10-20,CUST0215,Instagram,Desktop,1,1,1,1
S03387,2025-03-08,CUST0735,Email,Mobile,1,1,1,1
S03388,2025-01-24,CUST0154,Google Ads,Mobile,1,1,1,0
S03389,2025-05-02,CUST0045,Instagram,Mobile,1,0,0,0
S03390,2025-02-18,CUST0352,Google Ads,Mobile,1,1,0,0
S03391,2025-05-29,CUST0021,Email,Desktop,1,0,0,0
S03392,2025-07-04,CUST0593,Google Ads,Mobile,1,0,0,0
S03393,2025-09-07,CUST0989,Email,Tablet,1,0,0,0
S03394,2025-05-25,CUST0565,Instagram,Mobile,1,1,1,1
S03395,2025-08-31,CUST0669,Direct,Desktop,0,0,0,0
S03396,2025-12-31,CUST0944,Instagram,Mobile,1,1,1,1
S03397,2025-12-24,CUST0982,Email,Mobile,1,1,1,1
S03398,2025-05-29,CUST0369,Email,Desktop,1,0,0,0
S03399,2025-03-09,CUST0659,Google Ads,Mobile,1,1,1,1
S03400,2025-08-12,CUST0694,Instagram,Desktop,1,1,1,1
S03401,2025-07-29,CUST0078,Instagram,Desktop,1,1,1,1
S03402,2025-07-11,CUST0895,Google Ads,Desktop,1,0,0,0
S03403,2025-10-27,CUST0119,Google Ads,Mobile,0,0,0,0
S03404,2025-05-04,CUST0359,Email,Tablet,0,0,0,0
S03405,2025-10-11,CUST0855,Instagram,Mobile,1,1,1,1
S03406,2025-10-19,CUST0617,Organic,Desktop,1,1,1,1
S03407,2025-10-27,CUST0514,Google Ads,Mobile,1,0,0,0
S03408,2025-02-19,CUST0627,Instagram,Mobile,1,1,0,0
S03409,2025-07-02,CUST0503,Google Ads,Desktop,1,0,0,0
S03410,2025-09-04,CUST0032,Google Ads,Mobile,1,0,0,0
S03411,2025-03-29,CUST0358,Email,Desktop,1,0,0,0
S03412,2025-05-18,CUST0062,Google Ads,Mobile,1,1,0,0
S03413,2025-02-07,CUST0097,Instagram,Mobile,1,1,1,1
S03414,2025-02-18,CUST0378,Organic,Mobile,0,0,0,0
S03415,2025-03-13,CUST0647,Organic,Mobile,1,1,0,0
S03416,2025-09-15,CUST0496,Google Ads,Mobile,1,0,0,0
S03417,2025-02-13,CUST0610,Direct,Mobile,1,1,1,1
S03418,2025-10-18,CUST0452,Instagram,Desktop,1,0,0,0
S03419,2025-04-26,CUST0215,Google Ads,Mobile,0,0,0,0
S03420,2025-05-29,CUST0084,Google Ads,Mobile,1,0,0,0
S03421,2025-11-09,CUST0406,Google Ads,Mobile,1,1,1,1
S03422,2025-12-13,CUST0669,Organic,Desktop,1,0,0,0
S03423,2025-10-06,CUST0107,Google Ads,Desktop,1,1,0,0
S03424,2025-10-15,CUST0489,Organic,Tablet,1,1,1,0
S03425,2025-08-06,CUST0357,Google Ads,Mobile,1,1,1,1
S03426,2025-03-12,CUST0131,Email,Mobile,1,1,1,1
S03427,2025-06-10,CUST0022,Organic,Mobile,1,1,0,0
S03428,2025-09-30,CUST0596,Instagram,Desktop,1,1,1,1
S03429,2025-05-07,CUST0601,Email,Mobile,1,1,1,1
S03430,2025-06-19,CUST0226,Google Ads,Mobile,0,0,0,0
S03431,2025-01-17,CUST0106,Instagram,Desktop,1,1,1,1
S03432,2025-10-31,CUST0949,Email,Desktop,1,0,0,0
S03433,2025-08-27,CUST0861,Email,Desktop,1,0,0,0
S03434,2025-06-25,CUST0953,Instagram,Mobile,0,0,0,0
S03435,2025-07-29,CUST0394,Instagram,Mobile,1,1,0,0
S03436,2025-02-26,CUST0871,Google Ads,Mobile,1,1,1,1
S03437,2025-12-25,CUST0101,Instagram,Mobile,1,0,0,0
S03438,2025-07-08,CUST0808,Direct,Mobile,1,1,1,1
S03439,2025-02-13,CUST0882,Email,Mobile,0,0,0,0
S03440,2025-05-02,CUST0148,Instagram,Mobile,1,1,1,1
S03441,2025-11-05,CUST0893,Google Ads,Desktop,1,1,0,0
S03442,2025-02-02,CUST0230,Direct,Mobile,1,1,0,0
S03443,2025-11-08,CUST0087,Organic,Desktop,1,0,0,0
S03444,2025-01-28,CUST0523,Email,Desktop,1,0,0,0
S03445,2025-05-31,CUST0648,Instagram,Desktop,1,1,1,1
S03446,2025-03-04,CUST0093,Organic,Mobile,0,0,0,0
S03447,2025-01-07,CUST0804,Organic,Mobile,1,1,1,1
S03448,2025-04-21,CUST0153,Instagram,Mobile,1,0,0,0
S03449,2025-05-10,CUST0423,Google Ads,Desktop,0,0,0,0
S03450,2025-05-12,CUST0354,Direct,Mobile,1,1,1,1
S03451,2025-01-08,CUST0879,Instagram,Mobile,1,0,0,0
S03452,2025-11-01,CUST0608,Organic,Desktop,0,0,0,0
S03453,2025-01-29,CUST0574,Google Ads,Mobile,1,1,1,0
S03454,2025-12-04,CUST0873,Organic,Desktop,1,0,0,0
S03455,2025-11-07,CUST0983,Instagram,Desktop,1,1,1,0
S03456,2025-12-17,CUST0917,Direct,Desktop,1,0,0,0
S03457,2025-01-06,CUST0915,Google Ads,Mobile,1,1,1,1
S03458,2025-04-22,CUST0409,Email,Mobile,1,0,0,0
S03459,2025-04-15,CUST0087,Organic,Mobile,1,1,1,1
S03460,2025-07-26,CUST0211,Google Ads,Mobile,1,1,0,0
S03461,2025-02-09,CUST0901,Google Ads,Mobile,1,1,1,1
S03462,2025-09-25,CUST0383,Direct,Tablet,1,1,1,0
S03463,2025-11-16,CUST0595,Organic,Tablet,1,0,0,0
S03464,2025-02-15,CUST0739,Direct,Mobile,1,0,0,0
S03465,2025-08-29,CUST0524,Organic,Desktop,1,1,1,1
S03466,2025-09-27,CUST0871,Direct,Mobile,0,0,0,0
S03467,2025-06-04,CUST0153,Organic,Mobile,1,1,1,0
S03468,2025-04-26,CUST0005,Google Ads,Desktop,0,0,0,0
S03469,2025-02-06,CUST0076,Organic,Mobile,1,1,1,1
S03470,2025-07-24,CUST0411,Instagram,Desktop,1,0,0,0
S03471,2025-09-06,CUST0004,Instagram,Tablet,1,1,0,0
S03472,2025-04-20,CUST0372,Instagram,Mobile,1,1,1,1
S03473,2025-11-14,CUST0083,Google Ads,Desktop,1,0,0,0
S03474,2025-11-19,CUST0941,Google Ads,Mobile,0,0,0,0
S03475,2025-03-21,CUST0431,Organic,Mobile,1,0,0,0
S03476,2025-03-17,CUST0472,Direct,Mobile,1,1,1,0
S03477,2025-09-27,CUST0362,Organic,Desktop,1,0,0,0
S03478,2025-04-08,CUST0412,Direct,Desktop,0,0,0,0
S03479,2025-03-17,CUST0993,Direct,Desktop,1,0,0,0
S03480,2025-10-09,CUST0035,Google Ads,Mobile,1,0,0,0
S03481,2025-03-22,CUST0242,Instagram,Mobile,1,1,1,1
S03482,2025-12-30,CUST0656,Organic,Mobile,1,1,1,1
S03483,2025-11-05,CUST0908,Email,Mobile,1,1,1,1
S03484,2025-03-04,CUST0080,Organic,Mobile,0,0,0,0
S03485,2025-09-24,CUST0075,Email,Mobile,1,1,0,0
S03486,2025-02-02,CUST0811,Direct,Mobile,1,0,0,0
S03487,2025-10-24,CUST0284,Direct,Mobile,1,1,1,0
S03488,2025-02-09,CUST0727,Google Ads,Mobile,1,1,1,1
S03489,2025-06-23,CUST0758,Direct,Mobile,1,1,1,1
S03490,2025-09-17,CUST0238,Organic,Desktop,1,0,0,0
S03491,2025-08-12,CUST0337,Direct,Desktop,0,0,0,0
S03492,2025-08-11,CUST0531,Instagram,Desktop,1,1,0,0
S03493,2025-09-24,CUST0971,Instagram,Desktop,1,0,0,0
S03494,2025-06-04,CUST0964,Instagram,Mobile,1,1,1,1
S03495,2025-09-21,CUST0586,Organic,Mobile,1,1,1,0
S03496,2025-05-29,CUST0891,Instagram,Mobile,1,0,0,0
S03497,2025-08-13,CUST0567,Direct,Mobile,1,1,1,1
S03498,2025-05-07,CUST0083,Instagram,Desktop,1,1,1,1
S03499,2025-01-05,CUST0676,Google Ads,Desktop,1,1,0,0
S03500,2025-10-15,CUST0318,Instagram,Mobile,1,0,0,0
S03501,2025-12-11,CUST0875,Instagram,Mobile,0,0,0,0
S03502,2025-02-27,CUST0679,Organic,Desktop,0,0,0,0
S03503,2025-03-13,CUST0628,Direct,Mobile,1,0,0,0
S03504,2025-06-04,CUST0297,Google Ads,Desktop,1,0,0,0
S03505,2025-10-09,CUST0700,Email,Desktop,1,1,1,1
S03506,2025-06-17,CUST0767,Google Ads,Mobile,0,0,0,0
S03507,2025-01-29,CUST0342,Email,Desktop,1,0,0,0
S03508,2025-03-23,CUST0834,Google Ads,Mobile,1,0,0,0
S03509,2025-09-20,CUST0955,Email,Mobile,0,0,0,0
S03510,2025-04-16,CUST0865,Email,Desktop,1,0,0,0
S03511,2025-10-04,CUST0424,Google Ads,Tablet,1,0,0,0
S03512,2025-12-18,CUST0987,Instagram,Tablet,1,1,0,0
S03513,2025-01-10,CUST0019,Organic,Mobile,0,0,0,0
S03514,2025-03-03,CUST0823,Direct,Desktop,1,1,1,1
S03515,2025-08-12,CUST0880,Organic,Mobile,0,0,0,0
S03516,2025-05-16,CUST0814,Google Ads,Desktop,1,1,1,1
S03517,2025-08-12,CUST0004,Google Ads,Desktop,1,1,1,1
S03518,2025-04-24,CUST0467,Email,Desktop,1,1,1,1
S03519,2025-09-17,CUST0190,Organic,Mobile,1,1,1,1
S03520,2025-06-06,CUST0281,Email,Desktop,0,0,0,0
S03521,2025-08-17,CUST0063,Google Ads,Desktop,1,0,0,0
S03522,2025-04-10,CUST0966,Email,Mobile,1,1,0,0
S03523,2025-09-12,CUST0879,Google Ads,Mobile,0,0,0,0
S03524,2025-06-28,CUST0781,Google Ads,Mobile,1,0,0,0
S03525,2025-10-02,CUST0254,Direct,Mobile,1,1,1,0
S03526,2025-08-17,CUST0627,Instagram,Desktop,1,0,0,0
S03527,2025-01-31,CUST0854,Organic,Mobile,1,0,0,0
S03528,2025-04-18,CUST0772,Email,Mobile,1,0,0,0
S03529,2025-10-09,CUST0002,Organic,Mobile,1,0,0,0
S03530,2025-04-19,CUST0067,Email,Mobile,1,0,0,0
S03531,2025-01-29,CUST0878,Google Ads,Mobile,1,1,0,0
S03532,2025-01-17,CUST0286,Organic,Mobile,1,0,0,0
S03533,2025-06-19,CUST0132,Instagram,Desktop,1,0,0,0
S03534,2025-06-24,CUST0048,Google Ads,Mobile,1,1,1,1
S03535,2025-03-15,CUST0555,Instagram,Tablet,1,0,0,0
S03536,2025-08-28,CUST0605,Instagram,Mobile,1,1,1,1
S03537,2025-04-06,CUST0941,Google Ads,Desktop,1,1,1,1
S03538,2025-01-02,CUST0993,Email,Mobile,1,1,1,1
S03539,2025-07-21,CUST0653,Organic,Desktop,1,1,1,1
S03540,2025-02-06,CUST0047,Instagram,Mobile,1,1,1,1
S03541,2025-04-01,CUST0231,Google Ads,Mobile,0,0,0,0
S03542,2025-08-21,CUST0736,Google Ads,Mobile,1,0,0,0
S03543,2025-05-27,CUST0284,Email,Mobile,1,0,0,0
S03544,2025-10-24,CUST0549,Google Ads,Mobile,1,1,1,1
S03545,2025-09-10,CUST0028,Instagram,Mobile,0,0,0,0
S03546,2025-07-31,CUST0411,Google Ads,Mobile,1,1,1,1
S03547,2025-03-05,CUST0473,Direct,Tablet,1,1,0,0
S03548,2025-01-05,CUST0670,Organic,Mobile,0,0,0,0
S03549,2025-05-26,CUST0902,Instagram,Desktop,1,0,0,0
S03550,2025-03-13,CUST0222,Direct,Mobile,1,1,1,1
S03551,2025-04-15,CUST0376,Instagram,Desktop,1,1,0,0
S03552,2025-11-26,CUST0009,Instagram,Desktop,1,0,0,0
S03553,2025-02-05,CUST0902,Instagram,Mobile,1,0,0,0
S03554,2025-05-27,CUST0413,Direct,Desktop,1,1,1,0
S03555,2025-09-13,CUST0471,Email,Desktop,1,0,0,0
S03556,2025-08-16,CUST0070,Organic,Mobile,0,0,0,0
S03557,2025-12-15,CUST0342,Email,Mobile,1,1,1,1
S03558,2025-12-31,CUST0066,Organic,Desktop,1,1,1,1
S03559,2025-10-06,CUST0607,Instagram,Mobile,1,0,0,0
S03560,2025-04-23,CUST0693,Direct,Mobile,1,1,1,1
S03561,2025-01-11,CUST0070,Email,Desktop,1,1,0,0
S03562,2025-07-13,CUST0746,Email,Tablet,0,0,0,0
S03563,2025-08-12,CUST0261,Direct,Desktop,0,0,0,0
S03564,2025-09-07,CUST0532,Email,Mobile,1,1,1,0
S03565,2025-09-06,CUST0396,Organic,Mobile,1,1,1,1
S03566,2025-12-17,CUST0358,Instagram,Mobile,0,0,0,0
S03567,2025-09-26,CUST0358,Google Ads,Mobile,1,0,0,0
S03568,2025-12-08,CUST0392,Organic,Desktop,0,0,0,0
S03569,2025-10-18,CUST0376,Google Ads,Mobile,1,1,1,1
S03570,2025-03-24,CUST0186,Email,Mobile,1,1,1,1
S03571,2025-01-29,CUST0305,Email,Mobile,0,0,0,0
S03572,2025-12-05,CUST0064,Google Ads,Mobile,0,0,0,0
S03573,2025-03-21,CUST0178,Google Ads,Mobile,1,1,1,1
S03574,2025-04-05,CUST0235,Direct,Mobile,1,1,1,0
S03575,2025-09-16,CUST0865,Email,Mobile,1,1,1,1
S03576,2025-05-02,CUST0762,Google Ads,Mobile,1,1,0,0
S03577,2025-05-04,CUST0807,Organic,Desktop,1,1,1,1
S03578,2025-01-23,CUST0040,Email,Mobile,1,1,1,1
S03579,2025-08-04,CUST0287,Google Ads,Desktop,1,0,0,0
S03580,2025-10-16,CUST0259,Email,Mobile,1,1,0,0
S03581,2025-04-02,CUST0467,Instagram,Mobile,1,1,1,1
S03582,2025-01-24,CUST0240,Email,Mobile,1,1,0,0
S03583,2025-04-17,CUST0503,Instagram,Mobile,0,0,0,0
S03584,2025-11-02,CUST0584,Direct,Mobile,1,0,0,0
S03585,2025-02-21,CUST0542,Organic,Desktop,0,0,0,0
S03586,2025-07-18,CUST0351,Google Ads,Mobile,1,0,0,0
S03587,2025-10-21,CUST0541,Organic,Mobile,1,1,0,0
S03588,2025-10-27,CUST0966,Google Ads,Desktop,1,0,0,0
S03589,2025-12-11,CUST0312,Instagram,Mobile,1,1,1,0
S03590,2025-02-25,CUST0962,Direct,Desktop,1,0,0,0
S03591,2025-07-13,CUST0599,Organic,Desktop,0,0,0,0
S03592,2025-02-14,CUST0108,Google Ads,Mobile,1,1,0,0
S03593,2025-12-09,CUST0831,Instagram,Desktop,1,1,0,0
S03594,2025-08-27,CUST0030,Google Ads,Mobile,1,1,1,1
S03595,2025-08-20,CUST0309,Email,Tablet,0,0,0,0
S03596,2025-11-16,CUST0486,Instagram,Mobile,1,1,0,0
S03597,2025-08-27,CUST0046,Instagram,Mobile,1,1,1,0
S03598,2025-05-16,CUST0359,Organic,Desktop,0,0,0,0
S03599,2025-10-12,CUST0137,Google Ads,Desktop,1,1,1,1
S03600,2025-01-13,CUST0775,Instagram,Mobile,0,0,0,0
S03601,2025-01-29,CUST0575,Direct,Mobile,1,1,1,1
S03602,2025-06-27,CUST0431,Instagram,Desktop,1,0,0,0
S03603,2025-10-20,CUST0556,Direct,Desktop,1,1,1,1
S03604,2025-09-14,CUST0251,Organic,Tablet,1,1,1,1
S03605,2025-04-18,CUST0433,Instagram,Desktop,1,0,0,0
S03606,2025-03-10,CUST0847,Instagram,Desktop,0,0,0,0
S03607,2025-06-25,CUST0207,Organic,Tablet,0,0,0,0
S03608,2025-07-02,CUST0981,Direct,Mobile,0,0,0,0
S03609,2025-08-30,CUST0446,Google Ads,Mobile,0,0,0,0
S03610,2025-07-13,CUST0059,Organic,Mobile,1,1,1,1
S03611,2025-11-15,CUST0206,Google Ads,Mobile,0,0,0,0
S03612,2025-01-22,CUST0971,Email,Desktop,1,1,1,0
S03613,2025-12-16,CUST0331,Organic,Tablet,1,0,0,0
S03614,2025-01-11,CUST0596,Google Ads,Desktop,1,1,1,1
S03615,2025-10-12,CUST0525,Instagram,Mobile,0,0,0,0
S03616,2025-12-28,CUST0749,Google Ads,Desktop,1,0,0,0
S03617,2025-09-16,CUST0158,Instagram,Desktop,1,1,1,1
S03618,2025-06-22,CUST0104,Email,Mobile,1,1,1,1
S03619,2025-07-24,CUST0359,Email,Desktop,0,0,0,0
S03620,2025-09-05,CUST0852,Google Ads,Desktop,1,1,1,1
S03621,2025-09-16,CUST0365,Direct,Tablet,1,1,1,1
S03622,2025-11-26,CUST0555,Direct,Mobile,1,0,0,0
S03623,2025-09-27,CUST0179,Organic,Mobile,1,0,0,0
S03624,2025-03-22,CUST0358,Instagram,Desktop,0,0,0,0
S03625,2025-11-17,CUST0264,Instagram,Mobile,1,1,1,1
S03626,2025-07-07,CUST0755,Organic,Mobile,1,1,1,0
S03627,2025-12-04,CUST0549,Google Ads,Mobile,0,0,0,0
S03628,2025-08-19,CUST0874,Organic,Mobile,1,0,0,0
S03629,2025-01-28,CUST0353,Email,Mobile,1,1,0,0
S03630,2025-12-16,CUST0858,Organic,Desktop,1,1,1,1
S03631,2025-11-19,CUST0364,Organic,Mobile,0,0,0,0
S03632,2025-01-03,CUST0250,Direct,Mobile,1,1,1,0
S03633,2025-08-25,CUST0120,Instagram,Tablet,1,0,0,0
S03634,2025-06-30,CUST0192,Organic,Desktop,1,1,0,0
S03635,2025-01-04,CUST0807,Instagram,Desktop,1,0,0,0
S03636,2025-12-14,CUST0904,Organic,Mobile,0,0,0,0
S03637,2025-03-13,CUST0062,Email,Desktop,1,1,1,0
S03638,2025-07-01,CUST0210,Google Ads,Mobile,1,0,0,0
S03639,2025-04-14,CUST0807,Google Ads,Mobile,1,1,0,0
S03640,2025-09-29,CUST0910,Email,Desktop,0,0,0,0
S03641,2025-10-14,CUST0052,Email,Mobile,0,0,0,0
S03642,2025-03-28,CUST0722,Organic,Mobile,1,1,0,0
S03643,2025-03-14,CUST0313,Instagram,Desktop,1,1,0,0
S03644,2025-04-01,CUST0917,Organic,Mobile,1,1,1,0
S03645,2025-06-22,CUST0279,Organic,Mobile,1,1,1,0
S03646,2025-11-06,CUST0388,Google Ads,Mobile,1,0,0,0
S03647,2025-07-06,CUST0202,Instagram,Desktop,1,1,0,0
S03648,2025-08-24,CUST0939,Organic,Mobile,1,1,0,0
S03649,2025-06-11,CUST0139,Google Ads,Mobile,1,1,1,1
S03650,2025-03-14,CUST0852,Google Ads,Mobile,1,1,1,0
S03651,2025-08-13,CUST0019,Email,Mobile,1,1,1,1
S03652,2025-08-18,CUST0321,Organic,Mobile,1,1,0,0
S03653,2025-09-11,CUST0095,Google Ads,Desktop,1,1,1,1
S03654,2025-06-11,CUST0130,Instagram,Mobile,0,0,0,0
S03655,2025-12-21,CUST0105,Direct,Desktop,1,0,0,0
S03656,2025-09-07,CUST0945,Organic,Mobile,0,0,0,0
S03657,2025-07-18,CUST0197,Instagram,Mobile,0,0,0,0
S03658,2025-08-28,CUST0930,Direct,Desktop,1,0,0,0
S03659,2025-08-25,CUST0260,Organic,Desktop,0,0,0,0
S03660,2025-03-17,CUST0987,Direct,Mobile,0,0,0,0
S03661,2025-12-08,CUST0039,Instagram,Desktop,0,0,0,0
S03662,2025-10-22,CUST0501,Organic,Desktop,1,1,1,1
S03663,2025-02-14,CUST0817,Organic,Mobile,1,1,1,1
S03664,2025-12-09,CUST0131,Direct,Mobile,0,0,0,0
S03665,2025-06-28,CUST0154,Organic,Mobile,1,0,0,0
S03666,2025-08-10,CUST0553,Instagram,Mobile,1,0,0,0
S03667,2025-01-17,CUST0321,Direct,Desktop,1,0,0,0
S03668,2025-08-07,CUST0122,Email,Desktop,1,1,1,1
S03669,2025-03-25,CUST0756,Google Ads,Mobile,1,1,0,0
S03670,2025-07-10,CUST0757,Instagram,Desktop,1,1,0,0
S03671,2025-05-12,CUST0144,Organic,Desktop,0,0,0,0
S03672,2025-10-14,CUST0186,Direct,Desktop,1,1,1,1
S03673,2025-04-04,CUST0547,Email,Mobile,0,0,0,0
S03674,2025-04-05,CUST0211,Organic,Desktop,1,1,1,0
S03675,2025-07-03,CUST0400,Instagram,Desktop,1,1,1,1
S03676,2025-05-12,CUST0033,Direct,Desktop,0,0,0,0
S03677,2025-03-23,CUST0159,Instagram,Mobile,1,1,1,1
S03678,2025-12-06,CUST0406,Google Ads,Mobile,1,1,1,1
S03679,2025-10-23,CUST0829,Google Ads,Mobile,1,1,1,1
S03680,2025-12-26,CUST0364,Direct,Mobile,1,1,1,1
S03681,2025-04-22,CUST0980,Organic,Mobile,1,1,1,0
S03682,2025-10-30,CUST0704,Direct,Mobile,1,1,1,1
S03683,2025-11-02,CUST0966,Organic,Desktop,0,0,0,0
S03684,2025-02-20,CUST0163,Organic,Desktop,1,1,1,1
S03685,2025-10-21,CUST0764,Google Ads,Mobile,1,0,0,0
S03686,2025-07-08,CUST0551,Instagram,Mobile,1,1,1,1
S03687,2025-07-27,CUST0131,Email,Desktop,1,1,1,0
S03688,2025-05-29,CUST0096,Google Ads,Mobile,1,0,0,0
S03689,2025-09-22,CUST0653,Google Ads,Mobile,1,0,0,0
S03690,2025-10-08,CUST0270,Email,Mobile,1,1,1,1
S03691,2025-04-23,CUST0681,Direct,Tablet,1,1,0,0
S03692,2025-02-05,CUST0904,Direct,Desktop,1,1,0,0
S03693,2025-04-21,CUST0367,Google Ads,Mobile,1,1,1,1
S03694,2025-06-20,CUST0787,Instagram,Mobile,0,0,0,0
S03695,2025-03-19,CUST0365,Email,Mobile,1,1,1,1
S03696,2025-12-03,CUST0910,Email,Desktop,0,0,0,0
S03697,2025-01-28,CUST0971,Organic,Desktop,1,1,1,1
S03698,2025-02-14,CUST0434,Organic,Mobile,1,1,1,1
S03699,2025-12-27,CUST0611,Google Ads,Desktop,1,1,1,1
S03700,2025-10-31,CUST0061,Organic,Tablet,1,1,0,0
S03701,2025-05-22,CUST0932,Instagram,Mobile,1,0,0,0
S03702,2025-01-15,CUST0323,Google Ads,Mobile,1,0,0,0
S03703,2025-05-08,CUST0729,Organic,Mobile,0,0,0,0
S03704,2025-06-16,CUST0589,Organic,Mobile,1,1,1,1
S03705,2025-06-02,CUST0208,Google Ads,Desktop,1,0,0,0
S03706,2025-03-04,CUST0348,Google Ads,Mobile,1,1,0,0
S03707,2025-02-28,CUST0045,Instagram,Mobile,1,0,0,0
S03708,2025-07-22,CUST0347,Google Ads,Mobile,1,1,1,1
S03709,2025-06-06,CUST0714,Email,Desktop,1,0,0,0
S03710,2025-01-03,CUST0722,Organic,Mobile,0,0,0,0
S03711,2025-02-08,CUST0840,Instagram,Tablet,0,0,0,0
S03712,2025-10-05,CUST0647,Email,Tablet,1,0,0,0
S03713,2025-04-11,CUST0369,Email,Mobile,1,1,1,1
S03714,2025-06-18,CUST0534,Instagram,Mobile,0,0,0,0
S03715,2025-01-20,CUST0358,Instagram,Mobile,1,1,0,0
S03716,2025-05-21,CUST0495,Organic,Mobile,0,0,0,0
S03717,2025-12-13,CUST0905,Instagram,Mobile,1,1,1,1
S03718,2025-10-02,CUST0060,Direct,Mobile,1,0,0,0
S03719,2025-11-18,CUST0298,Instagram,Desktop,1,1,1,1
S03720,2025-07-12,CUST0059,Google Ads,Mobile,1,0,0,0
S03721,2025-06-01,CUST0424,Organic,Desktop,1,1,0,0
S03722,2025-08-24,CUST0231,Organic,Mobile,1,1,1,0
S03723,2025-10-21,CUST0797,Direct,Mobile,1,0,0,0
S03724,2025-07-27,CUST0695,Direct,Mobile,1,0,0,0
S03725,2025-02-06,CUST0448,Email,Mobile,1,1,0,0
S03726,2025-03-19,CUST0613,Instagram,Mobile,1,0,0,0
S03727,2025-06-21,CUST0626,Google Ads,Mobile,1,0,0,0
S03728,2025-02-14,CUST0368,Google Ads,Mobile,0,0,0,0
S03729,2025-12-03,CUST0554,Direct,Desktop,1,1,1,1
S03730,2025-03-25,CUST0029,Instagram,Mobile,1,0,0,0
S03731,2025-04-03,CUST0988,Direct,Desktop,0,0,0,0
S03732,2025-06-03,CUST0277,Email,Mobile,1,1,1,1
S03733,2025-04-16,CUST0609,Instagram,Desktop,1,0,0,0
S03734,2025-12-24,CUST0703,Instagram,Mobile,1,0,0,0
S03735,2025-07-28,CUST0379,Email,Mobile,1,1,0,0
S03736,2025-07-23,CUST0831,Direct,Mobile,1,1,1,1
S03737,2025-09-05,CUST0986,Instagram,Mobile,1,1,1,1
S03738,2025-12-14,CUST0038,Organic,Tablet,1,0,0,0
S03739,2025-12-18,CUST0207,Google Ads,Mobile,1,0,0,0
S03740,2025-08-14,CUST0706,Google Ads,Mobile,1,0,0,0
S03741,2025-12-02,CUST0652,Email,Mobile,1,0,0,0
S03742,2025-02-17,CUST0289,Direct,Mobile,1,1,1,0
S03743,2025-09-03,CUST0975,Google Ads,Mobile,0,0,0,0
S03744,2025-01-31,CUST0493,Email,Desktop,1,1,1,0
S03745,2025-07-02,CUST0769,Instagram,Mobile,1,0,0,0
S03746,2025-09-14,CUST0225,Google Ads,Mobile,1,1,1,1
S03747,2025-05-06,CUST0452,Organic,Desktop,1,1,0,0
S03748,2025-08-07,CUST0028,Direct,Mobile,1,0,0,0
S03749,2025-09-02,CUST0702,Instagram,Mobile,0,0,0,0
S03750,2025-05-19,CUST0757,Organic,Tablet,1,0,0,0
S03751,2025-08-15,CUST0334,Direct,Mobile,0,0,0,0
S03752,2025-10-29,CUST0373,Direct,Mobile,1,0,0,0
S03753,2025-09-14,CUST0827,Organic,Desktop,0,0,0,0
S03754,2025-09-12,CUST0561,Instagram,Desktop,1,1,1,1
S03755,2025-03-11,CUST0301,Direct,Mobile,1,1,1,1
S03756,2025-03-07,CUST0204,Email,Mobile,1,0,0,0
S03757,2025-01-02,CUST0379,Direct,Desktop,0,0,0,0
S03758,2025-11-21,CUST0902,Google Ads,Desktop,1,1,1,1
S03759,2025-09-26,CUST0115,Instagram,Mobile,1,1,1,0
S03760,2025-12-05,CUST0020,Instagram,Mobile,1,1,1,1
S03761,2025-10-30,CUST0597,Google Ads,Mobile,0,0,0,0
S03762,2025-05-09,CUST0912,Direct,Desktop,1,0,0,0
S03763,2025-05-26,CUST0396,Google Ads,Mobile,1,1,0,0
S03764,2025-04-23,CUST0765,Organic,Desktop,1,1,1,1
S03765,2025-10-15,CUST0052,Google Ads,Mobile,0,0,0,0
S03766,2025-04-06,CUST0660,Google Ads,Mobile,1,1,0,0
S03767,2025-09-24,CUST0186,Google Ads,Mobile,1,1,1,1
S03768,2025-01-08,CUST0685,Email,Tablet,1,1,1,0
S03769,2025-08-08,CUST0353,Instagram,Desktop,1,0,0,0
S03770,2025-08-01,CUST0114,Organic,Desktop,0,0,0,0
S03771,2025-04-12,CUST0514,Email,Mobile,1,1,1,0
S03772,2025-06-15,CUST0546,Organic,Desktop,1,1,1,0
S03773,2025-09-19,CUST0282,Organic,Desktop,1,1,1,1
